,CID,CanonicalSMILES,name
293,92044435,CCC(C)C1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O.CC(C)CC1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O.CC(C)C1C(=O)N2CCCC2C3(N1C(=O)C(O3)(C)NC(=O)C4CC5C(CC6=CNC7=CC=CC5=C67)N(C4)C)O.CC1(C(=O)N2C(C(=O)N3CCCC3C2(O1)O)CC4=CC=CC=C4)NC(=O)C5CC6C(CC7=CNC8=CC=CC6=C78)N(C5)C.CS(=O)(=O)O,Dihydroergotoxine (mesylate)
294,4421,CCN1C=C(C(=O)C2=C1N=C(C=C2)C)C(=O)O,Nalidixic acid
295,2145,CCC1(CCC(=O)NC1=O)C2=CC=C(C=C2)N,Aminoglutethimide
296,896,CC(=O)NCCC1=CNC2=C1C=C(C=C2)OC,Melatonin
297,130313,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)C,Sulbactam
298,3950,C1CCC(CC1)NC(=O)N(CCCl)N=O,Lomustine
299,5070,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N,Riluzole
300,61100,C1=CC=C(C=C1)CCNN.OS(=O)(=O)O,Phenelzine (sulfate)
301,5311454,CC(C)(C)C(C=CC1=CC2=C(C=C1)OCO2)O,Stiripentol
302,3676,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C,Lidocaine
303,4674,C(CN)C(O)(P(=O)(O)O)P(=O)(O)O,Pamidronic acid
304,123603,CC1OC2(CN3CCC2CC3)CS1.Cl,Cevimeline (hydrochloride)
305,4022878,CC(=O)[N-]S(=O)(=O)C1=CC=C(C=C1)N.[Na+],Sulfacetamide (Sodium)
306,135398739,C1CC(OC1CO)N2C=NC3=C2N=CNC3=O,Didanosine
307,2554,C1=CC=C2C(=C1)C=CC3=CC=CC=C3N2C(=O)N,Carbamazepine
308,4100,CC(=O)N=C1N(N=C(S1)S(=O)(=O)N)C,Methazolamide
309,60490,CC(C1=CC2=CC=CC=C2S1)N(C(=O)N)O,Zileuton
310,3169,C1CN(CCN1CC(CO)O)C2=CC=CC=C2,Dropropizine
311,65859,C1CN(CCN1CC(CO)O)C2=CC=CC=C2,Levodropropizine
312,441361,C(CC(C(F)F)(C(=O)O)N)CN.O.Cl,"Eflornithine (hydrochloride, hydrate)"
313,6918081,CC1=C(C(=CC=C1)C(C)C2=CN=CN2)C.Cl,Dexmedetomidine (hydrochloride)
314,10648,C1CC(C2=CC=CC=C2C1)C3=NCCN3.Cl,Tetrahydrozoline (hydrochloride)
315,6604200,C1C(=O)NC(=O)N1N=CC2=CC=C(O2)[N+](=O)[O-],Nitrofurantoin
316,129228,C1=CC(=C(C(=C1)F)CN2C=C(N=N2)C(=O)N)F,Rufinamide
317,3331,C1=CC=C(C=C1)C(COC(=O)N)COC(=O)N,Felbamate
318,4977,CC(CN1C=NC2=C1C(=O)N(C(=O)N2C)C)O,Proxyphylline
319,146157031,CC(C)(COC1C(C(C(C(O1)CO)O)O)O)C(C(=O)NCCC(=O)O)OC2C(C(C(C(O2)CO)O)O)O,D-Pantothenic acid (hemicalcium salt)
320,2950,C1=CC2=C(C(=C1)O)C(=O)C3=C(C2=O)C=CC=C3O,Danthron
321,57469,CC(C)CN1C=NC2=C1C3=CC=CC=C3N=C2N,Imiquimod
322,2194,COC1=CC=C(C=C1)C2=CC(=S)SS2,Anethole (trithione)
323,68628,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,Tetramisole (hydrochloride)
324,27944,C1CSC2=NC(CN21)C3=CC=CC=C3.Cl,Levamisole (hydrochloride)
325,23679004,CC(C)(CO)C(C(=O)NCCC(=O)[O-])O.[Na+],D-Pantothenic acid (sodium)
326,4107,COC1=CC=CC=C1OCC(COC(=O)N)O,Methocarbamol
327,135402045,CC(C(C1CNC2=C(N1)C(=O)NC(=N2)N)O)O,Tetrahydrobiopterin
330,4044,CC1=C(C(=CC=C1)NC2=CC=CC=C2C(=O)O)C,Mefenamic acid
331,4810,CC1=NC(=C(C(=N1)Cl)NC2=NCCN2)OC,Moxonidine
332,159269,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)O,Telbivudine
333,5353788,CCOC(=NC1=C[N+](=NO1)N2CCOCC2)[O-],Molsidomine
337,907504,CC=C1C2CC3=C(C1(CC(=C2)C)N)C=CC(=O)N3,(-)-Huperzine A
345,2796,CCOC(=O)C(C)(C)OC1=CC=C(C=C1)Cl,Clofibrate
346,6175,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Cytidine
347,6253,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)O,Cytarabine
348,82148,CC(=O)NCCC1=CC=CC2=C1C=C(C=C2)OC,Agomelatine
349,9444,C1=NC(=NC(=O)N1C2C(C(C(O2)CO)O)O)N,5-Azacytidine
350,37542,C1=NC(=NN1C2C(C(C(O2)CO)O)O)C(=O)N,Ribavirin
351,6029,C1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)O,Uridin
352,3394,CC(C1=CC(=C(C=C1)C2=CC=CC=C2)F)C(=O)O,Flurbiprofen
353,65944,C1CC(=O)NC1C(=O)N2CSCC2C(=O)O,Pidotimod
354,667484,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2,Etomidate
357,10220503,CCC(=O)NCC1CC1C2=C3CCOC3=CC=C2,Tasimelteon
358,5790,C1C(C(OC1N2C=C(C(=O)NC2=O)F)CO)O,Floxuridine
359,18343,CC1C(C(C(O1)N2C=C(C(=O)NC2=O)F)O)O,Doxifluridine
360,25590,CC(=O)O.C1=CC(=CC=C1CN)S(=O)(=O)N,Mafenide (Acetate)
361,3965,CC(C1=CC=C(C=C1)CC2CCCC2=O)C(=O)O,Loxoprofen
362,2478,CS(=O)(=O)OCCCCOS(=O)(=O)C,Busulfan
363,11079,C1CN=C(N1)CC2=CC=CC3=CC=CC=C32.Cl,Naphazoline (hydrochloride)
364,60877,C1C(OC(S1)CO)N2C=C(C(=NC2=O)N)F,Emtricitabine
365,5479,CCS(=O)(=O)CCN1C(=NC=C1[N+](=O)[O-])C,Tinidazole
366,9458,CC(=O)OC1=C(C=CC(=C1)C(F)(F)F)C(=O)O,Triflusal
367,5288320,C1=CN=CC=C1C2=NC(=NN2)C3=CC(=NC=C3)C#N,Topiroxostat
368,2955,C1=CC(=CC=C1N)S(=O)(=O)C2=CC=C(C=C2)N,Dapsone
369,4993,CCC1=C(C(=NC(=N1)N)N)C2=CC=C(C=C2)Cl,Pyrimethamine
370,3241,C1C2C3=CC=CC=C3CC4=CC=CC=C4N2C(=N1)N,Epinastine
371,65632,C1CSC(=O)C1NC(=O)CSCC(=O)O,Erdosteine
372,8691,C1=CC=C(C=C1)N=NC2=C(N=C(C=C2)N)N.Cl,Phenazopyridine (hydrochloride)
373,23360,CC(C)NCC(C1=CC=CC=C1Cl)O.Cl,Clorprenaline hydrochloride
374,3059,C1=CC(=C(C=C1C2=C(C=C(C=C2)F)F)C(=O)O)O,Diflunisal
375,23663942,C1=CC(=CC=C1CN2C=CN=C2)C=CC(=O)[O-].[Na+],Ozagrel (sodium)
376,5215,C1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Sulfadiazine
377,3463,CC1=CC(=C(C=C1)C)OCCCC(C)(C)C(=O)O,Gemfibrozil
378,77991,CCN(C)C(=O)OC1=CC=CC(=C1)C(C)N(C)C,Rivastigmine
379,71916,COC1=CC(=CC(=C1O)C(=O)NCCO)CC=C,Alibendol
380,6433082,CCCCCCOC(=O)CCC(=O)CN.Cl,Hexaminolevulinate (hydrochloride)
381,23681059,CC(C1=CC2=C(C=C1)C=C(C=C2)OC)C(=O)[O-].[Na+],Naproxen (sodium)
382,1775,C1=CC=C(C=C1)C2(C(=O)NC(=O)N2)C3=CC=CC=C3,Phenytoin
383,34312,C1C2=CC=CC=C2N(C3=CC=CC=C3C1=O)C(=O)N,Oxcarbazepine
384,5546,C1=CC=C(C=C1)C2=NC3=C(N=C(N=C3N=C2N)N)N,Triamterene
385,135398748,C1=NC2=C(N1CCC(CO)CO)N=C(NC2=O)N,Penciclovir
386,5329,CC1=CC(=NO1)NS(=O)(=O)C2=CC=C(C=C2)N,Sulfamethoxazole
387,157836,CCC(=O)OC(CC(=O)O)C[N+](C)(C)C.[Cl-],Levocarnitine propionate (hydrochloride)
388,6178111,CC(C)N=C(N)N=C(N)NC1=CC=C(C=C1)Cl,Proguanil
389,3182,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC(CO)O,Diphylline
390,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,Ketoprofen
391,151075,C1=CC=C(C=C1)C(=O)C2=CC=CC(=C2N)CC(=O)N,Nepafenac
392,3335,C1=CC=C(C=C1)C2=CC=C(C=C2)C(=O)CCC(=O)O,Fenbufen
393,3825,CC(C1=CC(=CC=C1)C(=O)C2=CC=CC=C2)C(=O)O,S-(+)-Ketoprofen
395,135398740,C1=NC2=C(N1COC(CO)CO)N=C(NC2=O)N,Ganciclovir
396,4888,CC(C1=CC2=C(C=C1)OC3=C(C2)C=CC=N3)C(=O)O,Pranoprofen
397,6603107,CCCCN1CC(C(C(C1CO)O)O)O.Cl,Miglustat (hydrochloride)
398,3878,C1=CC(=C(C(=C1)Cl)Cl)C2=C(N=C(N=N2)N)N,Lamotrigine
399,3752,C1=CC(=C(C=C1Cl)C2=NC(=NC(=N2)N)N)Cl,Irsogladine
400,657272,C[N+](C)(C)CCOP(=O)([O-])OCC(CO)O,sn-Glycero-3-phosphocholine
401,2577,CCCCCCNC(=O)N1C=C(C(=O)NC1=O)F,Carmofur
402,9703,CC(C)NC(=O)C1=CC=C(C=C1)CNNC.Cl,Procarbazine (Hydrochloride)
403,5426,C1CC(=O)NC(=O)C1N2C(=O)C3=CC=CC=C3C2=O,Thalidomide
404,5161,C1=CC=C(C(=C1)C(=O)OC2=CC=CC=C2C(=O)O)O,Salsalate
405,104762,C1=NC(=C(N1C2C(C(C(O2)CO)O)O)O)C(=O)N,Mizoribine
406,216326,C1CC(=O)NC(=O)C1N2CC3=C(C2=O)C=CC=C3N,Lenalidomide
407,208902,CCC(=O)NCCC1CCC2=C1C3=C(C=C2)OCC3,Ramelteon
408,73115,CC1=CN(C(=O)NC1=O)C2C(C(C(O2)CO)O)F,Clevudine
409,7550,C[N+]1=CC=CC(=C1)OC(=O)N(C)C.[Br-],Pyridostigmine (bromide)
410,5205,CN1CCC2=C(C1)C3=CC=CC=C3CC4=CC=CC=C24,Setiptiline
411,610479,CC1=C(C=CC=C1Cl)NC2=CC=CC=C2C(=O)O,Tolfenamic Acid
412,60750,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F,Gemcitabine
413,17506,CCNCC.C1=CC(=C(C=C1O)S(=O)(=O)O)O,Ethamsylate
414,5702285,CC(C)(C)NCC(C1=CC=CC=C1Cl)O.Cl,Tulobuterol hydrochloride
415,6870646,C1C(=O)NC(=O)N1N=CC=CC2=CC=C(O2)[N+](=O)[O-],Furagin
419,5311,C1=CC=C(C=C1)NC(=O)CCCCCCC(=O)NO,Vorinostat
420,5411,CCCCNC1=CC=C(C=C1)C(=O)OCCN(C)C,Tetracaine
421,2082,CCCSC1=CC2=C(C=C1)N=C(N2)NC(=O)OC,Albendazole
422,4205,CN1CCN2C(C1)C3=CC=CC=C3CC4=C2N=CC=C4,Mirtazapine
423,16230,C1(=C(N=C(C(=N1)Cl)N)N)C(=O)N=C(N)N.Cl,Amiloride (hydrochloride)
424,50942,CN1C2=C(C(=O)N(C1=O)C)N(C=N2)CC3OCCO3,Doxofylline
425,14853159,CC1=CC=CN2C1=NC=C(C2=O)C3=N[N-]N=N3.[K+],Pemirolast (potassium)
426,4463,CC1=C2C(=NC=C1)N(C3=C(C=CC=N3)C(=O)N2)C4CC4,Nevirapine
427,2249,CC(C)NCC(COC1=CC=C(C=C1)CC(=O)N)O,Atenolol
428,20179,C1CN=C(N1)NC2=C(C=CC=C2Cl)Cl.Cl,Clonidine (hydrochloride)
429,35370,CC1=CN(C(=O)NC1=O)C2CC(C(O2)CO)N=[N+]=[N-],Zidovudine
430,21704,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,Vidarabine
431,60961,C1=NC(=C2C(=N1)N(C=N2)C3C(C(C(O3)CO)O)O)N,Adenosine
432,444020,C1C(C(C(C(C1(CO)O)O)O)O)NC(CO)CO,Voglibose
433,5344,CC1=C(ON=C1C)NS(=O)(=O)C2=CC=C(C=C2)N,Sulfisoxazole
434,3052775,CS(=O)(=O)O.C#CCNC1CCC2=CC=CC=C12,Rasagiline (mesylate)
435,439693,C1C(C(OC1N2C=NC3=C2NC=NCC3O)CO)O,Pentostatin
436,448537,CCC(=C(CC)C1=CC=C(C=C1)O)C2=CC=C(C=C2)O,Diethylstilbestrol
437,4235,C1COCCN1CCNC(=O)C2=CC=C(C=C2)Cl,Moclobemide
438,51712,CC(C)N(CCNC(=O)CN1CCCC1=O)C(C)C,Pramiracetam
439,65483,CCC1(CCCCN(C1)C)C2=CC(=CC=C2)O.Cl,Meptazinol (hydrochloride)
440,54684141,CC(=C(C#N)C(=O)NC1=CC=C(C=C1)C(F)(F)F)O,Teriflunomide
441,3899,CC1=C(C=NO1)C(=O)NC2=CC=C(C=C2)C(F)(F)F,Leflunomide
442,5328,CC1=NN=C(S1)NS(=O)(=O)C2=CC=C(C=C2)N,Sulfamethizole
443,5505,CCCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)C,Tolbutamide
444,5870,CC12CCC3C(C1CCC2=O)CCC4=C3C=CC(=C4)O,Estrone
445,6419992,C1=CC2=C(C=C1OC(F)(F)F)SC(=N2)N.Cl,Riluzole hydrochloride
446,6314,CCN(CC)CC(=O)NC1=C(C=CC=C1C)C.Cl,Lidocaine (hydrochloride)
447,66068,CCN(CC)CCNC(=O)C1=CC=C(C=C1)N.Cl,Procainamide (hydrochloride)
448,68570,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,Alpha-Estradiol
449,5757,CC12CCC3C(C1CCC2O)CCC4=C3C=CC(=C4)O,Estradiol
450,4659569,CC1=CC=C(C=C1)C(=O)C2=CC(=C(C(=C2)O)O)[N+](=O)[O-],Tolcapone
451,134780,C1CC(=O)NC(=O)C1N2C(=O)C3=C(C2=O)C(=CC=C3)N,Pomalidomide
452,2581,CC(C1=CC2=C(C=C1)C3=C(N2)C=CC(=C3)Cl)C(=O)O,Carprofen
453,2717,CN1C(S(=O)(=O)CCC1=O)C2=CC=C(C=C2)Cl,Chlormezanone
454,23679632,C1=CC=C(C=C1)C2(C(=O)NC(=N2)[O-])C3=CC=CC=C3.[Na+],Phenytoin (sodium)
455,657301,CC(C)(C)NCC(C1=CC(=CC(=C1)O)O)O.OS(=O)(=O)O,Terbutaline (sulfate)
456,5337997,C1=CC(=CC=C1C(=O)NN=CC2=CC=C(O2)[N+](=O)[O-])O,Nifuroxazide
457,4165,CC1=CC2=C(C=C1S(=O)(=O)N)S(=O)(=O)CCC2,Meticrane
458,62884,CC(C(=O)C1=CC(=CC=C1)Cl)NC(C)(C)C.Cl,Bupropion (hydrochloride)
459,3397,CC(C)C(=O)NC1=CC(=C(C=C1)[N+](=O)[O-])C(F)(F)F,Flutamide
460,2893,CC1CC(CC(C1)(C)C)OC(=O)C(C2=CC=CC=C2)O,Cyclandelate
461,22530,CN1CCC2=C(C1)C3=CC=CC=C3N2CC4=CC=CC=C4,Mebhydrolin
462,2727,CCCNC(=O)NS(=O)(=O)C1=CC=C(C=C1)Cl,Chlorpropamide
463,9367,CC(C)NNC(=O)C1=CC=NC=C1.OP(=O)(O)O,Iproniazid (phosphate)
464,14051,CCC(CO)NCCNC(CC)CO.Cl.Cl,Ethambutol (dihydrochloride)
465,2265,CN1C=NC(=C1SC2=NC=NC3=C2NC=N3)[N+](=O)[O-],Azathioprine
466,12285822,C1=CC(=CC=C1N)S(=O)(=O)[N-]C2=NC=CS2.[Na+],Sulfathiazole (sodium)
467,9882105,CS(=O)(=O)OCC(C(COS(=O)(=O)C)O)O,Treosulfan
470,4740,CC(=O)CCCCN1C(=O)C2=C(N=CN2C)N(C1=O)C,Pentoxifylline
471,5327,CC1=CC(=NC(=N1)NS(=O)(=O)C2=CC=C(C=C2)N)C,Sulfamethazine
472,5343,CC1=CC(=NC(=N1)C)NS(=O)(=O)C2=CC=C(C=C2)N,Sulfisomidin
473,9903778,C1CC(=N)N(C1)CC2=C(C(=O)NC(=O)N2)Cl.Cl,Tipiracil (hydrochloride)
474,60613,C1=CN(C(=O)N=C1N)CC(CO)OCP(=O)(O)O,Cidofovir
475,3033825,CC1CC(=O)NN=C1C2=CC=C(C=C2)NN=C(C#N)C#N,Levosimendan
476,9047,COC1=NC=CN=C1NS(=O)(=O)C2=CC=C(C=C2)N,Sulfalene
477,5326,COC1=CN=C(N=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Sulfameter
478,5332,COC1=NC=NC(=C1)NS(=O)(=O)C2=CC=C(C=C2)N,Sulfamonomethoxine
479,44119558,CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].CC(C1=CC(=CC=C1)OC2=CC=CC=C2)C(=O)[O-].O.O.[Ca+2],Fenoprofen (Calcium hydrate)
480,198290,CCOC(=O)C1=CN=CN1C(C)C2=CC=CC=C2.Cl,Etomidate (hydrochloride)
481,5282386,CC1=CC(=CC(=C1CC2=NCCN2)C)C(C)(C)C.Cl,Xylometazoline (hydrochloride)
482,3371,C1=CC=C(C(=C1)C(=O)O)NC2=CC=CC(=C2)C(F)(F)F,Flufenamic acid
483,92965,CC1=CC=C(C=C1)C(=O)C(C)CN2CCCCC2.Cl,Tolperisone (hydrochloride)
484,2724118,[Li+].[Li+].[Li+].C(C(=O)[O-])C(CC(=O)[O-])(C(=O)[O-])O.O.O.O.O,Citric acid (trilithium salt tetrahydrate)
485,4488,C1=CC(=CC(=C1)NC2=C(C=CC=N2)C(=O)O)C(F)(F)F,Niflumic acid
486,104870,C=CCN1CCC2=C(CC1)SC(=N2)N.Cl.Cl,B-HT 920
487,68827,CC1CCC2C(C(=O)OC3C24C1CCC(O3)(OO4)C)C,Artemisinin
499,71401,C1=CC(=C(C(=C1)Cl)CC(=O)N=C(N)N)Cl.Cl,Guanfacine (hydrochloride)
500,163701,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2.Cl,Milnacipran (hydrochloride)
501,6917778,CCN(CC)C(=O)C1(CC1CN)C2=CC=CC=C2.Cl,Milnacipran ((1S-cis) hydrochloride)
502,66070,CC1=C(C(=CC=C1)C)NC(=O)C2CCCCN2C.Cl,Mepivacaine (hydrochloride)
503,2040,CC1=CC=CC=C1N2C(=NC3=C(C2=O)C=C(C=C3)N)CF,Afloqualone
504,11219835,C1=CC=C(C(=C1)C2=NC(=NO2)C3=CC(=CC=C3)C(=O)O)F,PTC124
505,119569,CCCNC1CCC2=C(C1)SC(=N2)N.Cl.Cl,Pramipexole (dihydrochloride)
506,449381,CCC(CC)OC1C=C(CC(C1NC(=O)C)N)C(=O)O,Oseltamivir (acid)
507,5593,CCN(CC1=CC=NC=C1)C(=O)C(CO)C2=CC=CC=C2,Tropicamide
508,656665,CN1C2CCC1CC(C2)OC(=O)C3=CNC4=CC=CC=C43,Tropisetron
509,21133161,C1=CC(=CC(=C1)C(=O)NCCS)C(=O)NCCS,Emeramide
510,657237,C1=NC2=C(N=C(N=C2N1C3C(C(C(O3)CO)O)O)F)N,Fludarabine
511,6433427,CSCC1CN(C(=O)O1)N=CC2=CC=C(O2)[N+](=O)[O-],Nifuratel
515,3902,C1=CC(=CC=C1C#N)C(C2=CC=C(C=C2)C#N)N3C=NC=N3,Letrozole
516,4911,CCCN(CCC)S(=O)(=O)C1=CC=C(C=C1)C(=O)O,Probenecid
517,20279,C1C(C(OC1N2C=NC3=C(N=C(N=C32)Cl)N)CO)O,Cladribine
518,66368,CC(C)NCC(COC1=CC=CC=C1CC=C)O.Cl,Alprenolol (hydrochloride)
519,115067,C1=CC(=CC=C1CO)OC2C(C(C(C(O2)CO)O)O)O,Gastrodin
520,68749,CC(=O)OC1=CC=CC=C1C(=O)OC2=CC=CC=C2OC,Guacetisal
521,441300,C1CC1NC2=C3C(=NC(=N2)N)N(C=N3)C4CC(C=C4)CO,Abacavir
522,115227,CC1=C(C=C(C(=O)N1)C#N)C2=CN3C=CN=C3C=C2.Cl,Olprinone (Hydrochloride)
523,464205,CC(CN1C=NC2=C(N=CN=C21)N)OCP(=O)(O)O,Tenofovir
524,24944097,C1CC(N2CC1N(C2=O)OS(=O)(=O)[O-])C(=O)N.[Na+],Avibactam (sodium)
525,9651,CN1CCC23C=CC(CC2OC4=C(C=CC(=C34)C1)OC)O,Galanthamine
526,3308,CCC1=C2C(=CC=C1)C3=C(N2)C(OCC3)(CC)CC(=O)O,Etodolac
527,60857,CN(C)CCC1=CNC2=C1C=C(C=C2)CC3COC(=O)N3,Zolmitriptan
528,2083,CC(C)(C)NCC(C1=CC(=C(C=C1)O)CO)O,Salbutamol (hemisulfate)
529,4855,CCN1C=C(C(=O)C2=CN=C(N=C21)N3CCCC3)C(=O)O,Piromidic acid
530,5756,CC12CCC3C(C1CC(C2O)O)CCC4=C3C=CC(=C4)O,Estriol
531,4006,CC(C)OC(=O)C(=C1SC=CS1)C(=O)OC(C)C,Malotilate
532,2763,CC(C)(C(=O)O)OC1=CC=C(C=C1)C2CC2(Cl)Cl,Ciprofibrate
533,174174,CN1C2CCC1CC(C2)OC(=O)C(CO)C3=CC=CC=C3,Atropine
534,5564,C1=CC(=C(C=C1Cl)O)OC2=C(C=C(C=C2)Cl)Cl,Triclosan
535,155290,CN1CCOC(C2=CC=CC=C2C1)C3=CC=CC=C3.Cl,Nefopam (hydrochloride)
536,121586,C1=CN(C=N1)CC(O)(P(=O)(O)O)P(=O)(O)O.O,Zoledronic acid (monohydrate)
537,114869,C1CN=C(N1)NC2=C(C=CC3=NSN=C32)Cl.Cl,Tizanidine (hydrochloride)
538,16367,C1=CC(=C(C=C1N)O)C(=O)O.C1=CN=CC=C1C(=O)NN,Pasiniazid
539,5578,COC1=CC(=CC(=C1OC)OC)CC2=CN=C(N=C2N)N,Trimethoprim
540,5355130,CCCCC(CC)COC(=O)C=CC1=CC=C(C=C1)OC,Octinoxate
541,5702062,CC(=O)O.C1=CC(=C(C(=C1)Cl)C=NN=C(N)N)Cl,Guanabenz (Acetate)
542,1549008,CC(C)(C)C#CC=CCN(C)CC1=CC=CC2=CC=CC=C21,Terbinafine
543,9066,CN(C)CCN(CC1=CC=CC=C1)C2=CC=CC=N2.Cl,Tripelennamine (hydrochloride)
544,8980,CN(C)CCOC(C1=CC=CC=C1)C2=CC=CC=C2.Cl,Diphenhydramine (hydrochloride)
545,135413494,C1C2=C(C=CC(=C2Cl)Cl)N=C3N1CC(=O)N3.Cl,Anagrelide (hydrochloride)
546,4614,C1=CC=C(C=C1)C2=C(OC(=N2)CCC(=O)O)C3=CC=CC=C3,Oxaprozin
547,2187,CC(C)(C#N)C1=CC(=CC(=C1)CN2C=NC=N2)C(C)(C)C#N,Anastrozole
548,2998,CCCCCCCCC(=O)NCC1=CC(=C(C=C1)O)OC,Nonivamide
549,26964,C1=CC(=C(C(=C1CNNC(=O)C(CO)N)O)O)O.Cl,Benserazide (hydrochloride)
550,19379,CN(C)CCOC(=O)COC1=CC=C(C=C1)Cl.Cl,Meclofenoxate (hydrochloride)
551,5597,COC1=CC(=CC(=C1OC)OC)C(=O)NC2CCCNC2,Troxipide
552,3218,CCCCCCCCCCCC1=C(C(=O)C=C(C1=O)O)O,Embelin
553,4030,COC(=O)NC1=NC2=C(N1)C=C(C=C2)C(=O)C3=CC=CC=C3,Mebendazole
554,135526609,C=C1C(CC(C1CO)O)N2C=NC3=C2N=C(NC3=O)N.O,Entecavir (monohydrate)
555,27400,CN1CCC(=C2C3=C(CCC4=CC=CC=C42)SC=C3)CC1,Pizotifen
556,2720,C1=C2C(=CC(=C1Cl)S(=O)(=O)N)S(=O)(=O)N=CN2,Chlorothiazide
557,62882,CC(C)NCC(COC1=CC=CC2=CC=CC=C21)O.Cl,Propranolol (hydrochloride)
558,3033,C1=CC=C(C(=C1)CC(=O)O)NC2=C(C=CC=C2Cl)Cl,Diclofenac
559,6256,C1C(C(OC1N2C=C(C(=O)NC2=O)C(F)(F)F)CO)O,Trifluorothymidine
560,179344,CC(=O)OC1CC2=CC=CC=C2N(C3=CC=CC=C13)C(=O)N,Eslicarbazepine (acetate)
561,60198,CC12CCC3C(C1CCC2=O)CC(=C)C4=CC(=O)C=CC34C,Exemestane
562,3117,CCN(CC)C(=S)SSC(=S)N(CC)CC,Disulfiram
563,68626,C1CN(CCC12CNC(=O)O2)CCC3=CC=CC=C3.Cl,Fenspiride (Hydrochloride)
564,68727,CCCN(CCC)CCC1=C2CC(=O)NC2=CC=C1.Cl,Ropinirole (hydrochloride)
565,3011155,COC1=NC(=NC2=C1N=CN2C3C(C(C(O3)CO)O)O)N,Nelarabine
566,3673,CC(C)CC1=CC=C(C=C1)C(C)C(=O)OCC2=CC=CC=N2,Ibuprofen piconol
567,11963579,[C-]#N.[C-]#N.[C-]#N.[C-]#N.[C-]#N.[N-]=O.[Na+].[Na+].[Fe+4],Nitroprusside (disodium dihydrate)
568,2161,CC(C)C1=CC2=C(C=C1)OC3=NC(=C(C=C3C2=O)C(=O)O)N,Amlexanox
569,4850,C1CN(CCN1CC2=CC3=C(C=C2)OCO3)C4=NC=CC=N4,Piribedil
570,5720,CC(C1=CC2=C(C=C1)SC3=CC=CC=C3C(=O)C2)C(=O)O,Zaltoprofen
571,68911,CC1CCC2C(C(OC3C24C1CCC(O3)(OO4)C)OC)C,Artemether
587,4199,CC1=CC(=NN=C1NCCN2CCOCC2)C3=CC=CC=C3,Minaprine
588,50258,CC1=CC(=O)N(C(=C1)CC(C)CC(C)(C)C)O.C(CO)N,Piroctone olamine
589,6230,CC12CCC3C(C1CCC2(C#C)O)CCC4=CC(=O)CCC34,Norethindrone
590,9966051,CC1=CC(=C(C=C1)SC2=CC=CC=C2N3CCNCC3)C,Vortioxetine
591,60749,C1=CN(C(=O)N=C1N)C2C(C(C(O2)CO)O)(F)F.Cl,Gemcitabine (Hydrochloride)
592,4168,CCN(CC)CCNC(=O)C1=CC(=C(C=C1OC)N)Cl,Metoclopramide
593,441358,CNCCC=C1C2=CC=CC=C2CCC3=CC=CC=C31.Cl,Nortriptyline (hydrochloride)
594,6603149,CNCCCC1C2=CC=CC=C2C=CC3=CC=CC=C13.Cl,Protriptyline (hydrochloride)
595,65335,C1CN(CC2=C1SC=C2)CC3=CC=CC=C3Cl.Cl,Ticlopidine (hydrochloride)
596,123630,CC1(C(N2C(S1(=O)=O)CC2=O)C(=O)O)CN3C=CN=N3,Tazobactam
597,23669592,CC1=C2C(=CC(=C2C=C(C=C1)C(C)C)C)S(=O)(=O)[O-].[Na+],Sodium gualenate
598,5282379,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,Isotretinoin
599,444795,CC1=C(C(CCC1)(C)C)C=CC(=CC=CC(=CC(=O)O)C)C,Retinoic acid
600,235905,CC12CCC3C(C1CCC2(CC=C)O)CCC4=CCCCC34,Allylestrenol
601,6042,CC1=C(SC=[N+]1CC2=CN=C(N=C2N)C)CCO.[Cl-],Thiamine monochloride
602,68551,CN1CCN2C(C1)C3=CC=CC=C3CC4=CC=CC=C42.Cl,Mianserin (hydrochloride)
