c,Empty,Flecainide (acetate),Methylprednisolone succinate,Sildenafil,Butoconazole (nitrate),Quinapril (hydrochloride),Vandetanib,Trelagliptin (succinate),Dinoprost (tromethamine salt),Ulipristal (acetate),Cloxacillin (sodium monohydrate),Empty
d,Empty,Pivmecillinam (hydrochloride),GS-7340,Cefazolin (sodium),Flunarizine (dihydrochloride),Pralatrexate,Vilazodone (Hydrochloride),Cefotaxime (sodium salt),Methacycline (hydrochloride),Miconazole (nitrate),Isoconazole (nitrate),Empty
e,Empty,Trifluoperazine (dihydrochloride),Solifenacin (Succinate),Tetracycline (hydrochloride),Doxycycline (hyclate),Sodium Picosulfate,Pranlukast,Silibinin,Raltegravir (potassium salt),CH5424802,Regorafenib,Empty
f,Empty,Azlocillin (sodium salt),Tilorone (dihydrochloride),Bekanamycin,Avanafil,Palbociclib (hydrochloride),Prednisolone (disodium phosphate),Nicergoline,Halobetasol (propionate),Gemifloxacin (mesylate),Afatinib,Empty
g,Empty,Prucalopride (succinate),Crizotinib (hydrochloride),Dasatinib,Citicoline,Bucladesine (calcium salt),Vemurafenib,Pranlukast (hemihydrate),Glimepiride,Sapacitabine,Verapamil (hydrochloride),Empty
h,Empty,Bucladesine (sodium salt),Oxiconazole nitrate,Cilnidipine,Enalapril (maleate),Vorapaxar,MK-4827 (tosylate),Cefmetazole (sodium),ABT-333,Apatinib,Imatinib,Empty
,,,,,,,,,,,,
Plate layout: HY-L022-16,,,,,,,,,,,,
,,,,,,,,,,,,
 ,1,2,3,4,5,6,7,8,9,10,11,12
a,Empty,Glibenclamide,Camostat (mesylate),Fluocinonide,Tirofiban (hydrochloride monohydrate),Spectinomycin (dihydrochloride pentahydrate),Silodosin,Orlistat,NS-304,Ertapenem sodium,Levomefolate (calcium),Empty
b,Empty,Tebipenem pivoxil,AZD-9291,Suplatast (Tosilate),Taurochenodeoxycholic acid,Ranolazine (dihydrochloride),Rolapitant,Rosuvastatin (Calcium),Fluticasone (propionate),Mupirocin,Sertaconazole (nitrate),Empty
c,Empty,Regorafenib (monohydrate),Demeclocycline (hydrochloride),Adefovir dipivoxil,Cabozantinib,Fimasartan,Plerixafor,"Dapagliflozin ((2S)-1,2-propanediol, hydrate)",Trimebutine (maleate),Tofacitinib (citrate),Betamethasone dipropionate,Empty
d,Empty,Dipyridamole,Ivabradine (hydrochloride),Chlorhexidine,Nefazodone (hydrochloride),Darifenacin (hydrobromide),Clebopride (malate),Difluprednate,Indacaterol (maleate),Raloxifene (hydrochloride),Fluphenazine (dihydrochloride),Empty
e,Empty,Citicoline sodium salt,Levoleucovorin (Calcium),Cromolyn (sodium),Cefamandole (nafate),Temocapril (hydrochloride),Loperamide (hydrochloride),Telmisartan,Chlortetracycline (hydrochloride),Chloroquine (diphosphate),Nicardipine (Hydrochloride),Empty
f,Empty,Dexamethasone phosphate disodium,Pemetrexed (disodium hemipenta hydrate),Udenafil,Probucol,MLN9708,Mitoxantrone (dihydrochloride),Retapamulin,Fenticonazole (Nitrate),CH5424802 (Hydrochloride),Regorafenib (Hydrochloride),Empty
g,Empty,Tenofovir (Disoproxil),Boceprevir,Eprosartan (mesylate),Mometasone furoate,Tauroursodeoxycholate (Sodium),Azatadine (dimaleate),Ticagrelor,Sitagliptin (phosphate monohydrate),Penfluridol,Dasatinib (hydrochloride),Empty
h,Empty,Amlodipine (maleate),Vardenafil (hydrochloride),Carbetapentane (citrate),Argatroban (monohydrate),Dequalinium (Chloride),Oxeladin (citrate),Gliquidone,Sivelestat (sodium tetrahydrate),Dutasteride,Lumefantrine,Empty
,,,,,,,,,,,,
Plate layout: HY-L022-17,,,,,,,,,,,,
,,,,,,,,,,,,
 ,1,2,3,4,5,6,7,8,9,10,11,12
a,Empty,PSI-7977,Nilotinib,Cefmenoxime (hydrochloride),Bazedoxifene (acetate),Cobimetinib,Ketoconazole,Rupatadine (Fumarate),Terconazole,Ponatinib,Cinepazide (Maleate),Empty
b,Empty,Idarubicin (hydrochloride),Aprepitant,Delamanid,Moexipril (hydrochloride),Conivaptan (hydrochloride),Fexofenadine (hydrochloride),Fusidic acid (sodium salt),Piperacillin (sodium),Nafamostat (mesylate),BIBF 1120,Empty
c,Empty,Garenoxacin (Mesylate hydrate),Ciclesonide,Lomerizine dihydrochloride,Benidipine (hydrochloride),Homoharringtonine,Ceftazidime,Bepotastine (Beslilate),Doxazosin (mesylate),Darunavir,Bosentan,Empty
d,Empty,Aliskiren,Cefozopran (hydrochloride),Ribostamycin (sulfate),LEE011 (succinate),Delavirdine (mesylate),Cefsulodin (sodium),Bedaquiline,Dronedarone,Pixantrone (dimaleate),LDK378,Empty
e,Empty,Olmesartan (medoxomil),Entrectinib,Mezlocillin (sodium),Protoporphyrin IX,Otilonium (bromide),Lasofoxifene (Tartrate),Tamoxifen (Citrate),Daunorubicin (Hydrochloride),Estramustine (phosphate sodium),Moxalactam (sodium salt),Empty
f,Empty,Aclidinium (Bromide),Eltrombopag (Olamine),Amlodipine (besylate),Enasidenib (mesylate),Bosentan (hydrate),LEE011 (succinate hydrate),Iopanoic acid,Cefepime (Dihydrochloride Monohydrate),Palbociclib (isethionate),Gadodiamide,Empty
g,Empty,Tocofersolan,Zafirlukast,Atorvastatin (hemicalcium salt),Netupitant,Doxorubicin (hydrochloride),Epirubicin (hydrochloride),Lapatinib,Kanamycin (sulfate),Azelnidipine,Nilotinib (monohydrochloride monohydrate),Empty
h,Empty,Brigatinib,Fosinopril (sodium),Tigecycline,Cefonicid (sodium),Irinotecan,Macitentan,Etoposide,Imatinib (Mesylate),Gadodiamide (hydrate),GS-7340 (fumarate),Empty
,,,,,,,,,,,,
Plate layout: HY-L022-18,,,,,,,,,,,,
,,,,,,,,,,,,
 ,1,2,3,4,5,6,7,8,9,10,11,12
a,Empty,Pentamidine (isethionate),Dronedarone (Hydrochloride),Darunavir (Ethanolate),Tosufloxacin (tosylate hydrate),Pyrantel (pamoate),Sodium tauroglycocholate,AZD-9291 (mesylate),Clomiphene (citrate),Toremifene (Citrate),Ceftriaxone (sodium salt),Empty
b,Empty,Valnemulin (Hydrochloride),Salmeterol (xinafoate),Oxantel (pamoate),Gadobutrol,Fulvestrant,Montelukast (sodium),Diosmin,Reserpine,Rocuronium (Bromide),Rutin,Empty
c,Empty,Candesartan (Cilexetil),Diatrizoic acid,Mosapride (citrate),Trametinib,Lifitegrast,Dabrafenib (Mesylate),Cefoselis (sulfate),Cefditoren (Pivoxil),Tiratricol,Tetrandrine,Empty
d,Empty,Irinotecan (hydrochloride),Octenidine (dihydrochloride),Dabigatran etexilate,Lopinavir,Teneligliptin (hydrobromide),LDK378 (dihydrochloride),Novobiocin (Sodium),Tenofovir (Disoproxil Fumarate),Cabozantinib (S-malate),Sodium diatrizoate,Empty
e,Empty,Sorafenib (Tosylate),Vecuronium (bromide),Reserpine (hydrochloride),Acarbose,Cefoperazone,Cobimetinib (hemifumarate),Lercanidipine (hydrochloride),Cloperastine fendizoate,BIBF 1120 (esylate),"3,3',5-Triiodo-L-thyronine",Empty
f,Empty,Metoprolol (Succinate),Teniposide,Riboflavin Tetrabutyrate,Deferoxamine (mesylate),Bisoctrizole,Nelfinavir (Mesylate),Natamycin,Sildenafil (citrate),Almitrine mesylate,Abacavir (sulfate),Empty
g,Empty,Saquinavir,Bedaquiline (fumarate),"3,3',5-Triiodo-L-thyronine (sodium)",Irinotecan (hydrochloride trihydrate),Dihydroergotamine (mesylate),Telaprevir,Amiodarone (hydrochloride),Manidipine (dihydrochloride),Sisomicin (sulfate),Monensin sodium salt,Empty
h,Empty,Trametinib (DMSO solvate),Lomitapide,Posaconazole,Sulbutiamine,Itraconazole,Indinavir (sulfate),Paromomycin (sulfate),Efonidipine (hydrochloride monoethanolate),Afatinib (dimaleate),Verteporfin,Empty
,,,,,,,,,,,,
Plate layout: HY-L022-19,,,,,,,,,,,,
,,,,,,,,,,,,
 ,1,2,3,4,5,6,7,8,9,10,11,12
a,Empty,Carfilzomib,Netilmicin (sulfate),Ritonavir,Dabigatran etexilate (mesylate),Chlorophyllin (sodium copper salt),Streptomycin (sulfate),Ouabain (Octahydrate),Pancuronium (dibromide),Erythromycin,Edoxaban (tosylate monohydrate),Empty
b,Empty,Daclatasvir,Clarithromycin,Azithromycin,Simeprevir,Acetohydroxamic acid,Bromocriptine (mesylate),Capreomycin (sulfate),LX1606 (Hippurate),Mangafodipir (trisodium),Lecithin,Empty
c,Empty,Hydroxyurea,Miriplatin,Saquinavir (Mesylate),(±)-Bisoprolol (hemifumarate),Selamectin,Cobicistat,L-Thyroxine,Gamithromycin,Iopamidol,Amikacin (sulfate),Empty
d,Empty,Ginsenoside Rg3,Rifaximin,Iopromide,Plerixafor (octahydrochloride),Atazanavir (sulfate),Ioversol,Docetaxel,Pimecrolimus,Daclatasvir (dihydrochloride),Telithromycin,Empty
e,Empty,Midecamycin,Fomepizole,Iohexol,Tacrolimus (monohydrate),Rifampicin,Dirithromycin,Cabazitaxel,Roxithromycin,Mebhydrolin (napadisylate),Spiramycin,Empty
f,Empty,Rifabutin,Paclitaxel,ABT-199,Ivermectin,Rifapentine,Diquafosol (tetrasodium),Velpatasvir,Ledipasvir,Chlorhexidine (digluconate),Neomycin (sulfate),Empty
g,Empty,Vinblastine (sulfate),Stibogluconate (sodium),Vincristine (sulfate),Amphotericin B,Lapatinib (ditosylate),Gadopentetate (dimeglumine),Ledipasvir (acetone),Guanidine (hydrochloride),LCZ696,Carbetocin,Empty
h,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty,Empty
